Huawei MateBook,2016,GPS
Huawei MediaPad 10 FHD,2012,GPS
Huawei MediaPad 7 Lite,2012,GPS
Huawei MediaPad 7 Youth2,2014,GPS
Huawei MediaPad M1,2014,GPS
Huawei MediaPad M2 10-inch,2016,GPS
Huawei MediaPad M2,2015,GPS
Huawei MediaPad M3 Lite 10,2017,GPS
Huawei MediaPad M3,2016,GPS
Huawei MediaPad T1 10,2015,GPS
Huawei MediaPad T2 10.0 Pro,2016,GPS
Huawei MediaPad X1,2014,GPS
Huawei MediaPad X2,2015,GPS
Huawei Mercury,2011,GPS
Huawei nova 2 Plus,2017,GPS
Huawei nova 2,2017,GPS
Huawei nova Plus,2016,GPS
Huawei nova,2016,GPS
Huawei P10 Lite,2017,GPS
Huawei P10 Plus,2017,GPS
Huawei P10,2017,GPS
Huawei P8 lite (2017),2017,GPS
Huawei P8 lite,2015,GPS
Huawei P8max,2015,GPS
Huawei P8,2015,GPS
Huawei P9 lite mini,2017,GPS
Huawei P9 lite,2016,GPS
Huawei P9 Plus,2016,GPS
Huawei P9,2016,GPS
Huawei Pinnacle 2,2012,GPS
Huawei SnapTo,2015,GPS
Huawei U1280,1280,GPS
Huawei U8100,2010,GPS
Huawei U8110,2010,GPS
Huawei U8150 IDEOS,2010,GPS
Huawei U8230,2009,GPS
Huawei U8300,2010,GPS
Huawei Verge,2012,GPS
Huawei Y6 Pro (2017),2017,GPS
Huawei Y635,2015,GPS
Huawei Y7 Prime,2017,GPS
i-mate 810-F,2009,GPS
i-mate JAMA,2007,GPS
i-mate Ultimate 5150,2007,GPS
i-mate Ultimate 6150,2007,GPS
i-mate Ultimate 7150,2007,GPS
i-mate Ultimate 8150,2007,GPS
i-mate Ultimate 9150,2007,GPS
INQ Mini 3G,2009,GPS
Kyocera Cadence LTE,2017,GPS
Kyocera DuraForce Pro,2016,GPS
Kyocera DuraForce XD,2016,GPS
Kyocera DuraPlus,2012,GPS
Kyocera DuraXE,2016,GPS
Kyocera DuraXV LTE,2017,GPS
Kyocera Hydro Elite,2013,GPS
Kyocera Hydro Plus,2014,GPS
Kyocera Hydro Reach,2016,GPS
Kyocera Hydro VIBE,2014,GPS
Kyocera Hydro View,2016,GPS
Kyocera Hydro Wave,2015,GPS
Kyocera Hydro XTRM,2013,GPS
Kyocera Hydro,2012,GPS
Kyocera Rise,2012,GPS
Kyocera Torque XT,2014,GPS
Kyocera Torque,2013,GPS
Kyocera Verve,2014,GPS
LAVA alfa L,2015,GPS
Lenovo A Plus,2016,GPS
Lenovo A2010,2015,GPS
Lenovo A7000,2015,GPS
Lenovo IdeaPad A1,2011,GPS
Lenovo IdeaPad MIIX 300,2015,GPS
Lenovo IdeaTab A1000,2013,GPS
Lenovo IdeaTab A2109,2012,GPS
Lenovo IdeaTab A3000,2013,GPS
Lenovo IdeaTab K2,2012,GPS
Lenovo IdeaTab S6000,2013,GPS
Lenovo K4 Note,2016,GPS
Lenovo K6 Note,2016,GPS
Lenovo K6 Power,2016,GPS
Lenovo K6,2016,GPS
Lenovo Miix 510,2016,GPS
Lenovo Miix2,2013,GPS
Lenovo Moto Tab,2017,GPS
Lenovo P2,2016,GPS
Lenovo Phab 2 Plus,2016,GPS
Lenovo Phab 2 Pro,2016,GPS
Lenovo Phab 2,2016,GPS
Lenovo PHAB Plus,2015,GPS
Lenovo PHAB,2015,GPS
Lenovo TAB 2 A10-70,2015,GPS
Lenovo TAB 2 A7-10,2015,GPS
Lenovo TAB 2 A7-30,2015,GPS
Lenovo TAB 2 A8,2015,GPS
Lenovo Tab 7 Essential,2017,GPS
Lenovo Tab 7,2017,GPS
Lenovo Tab A10,2014,GPS
Lenovo Tab A7-50,2014,GPS
Lenovo Tab S8-50,2014,GPS
Lenovo TAB3 10,2016,GPS
Lenovo TAB3 7,2016,GPS
Lenovo TAB3 8,2016,GPS
Lenovo ThinkPad 10,2014,GPS
Lenovo ThinkPad 8,2014,GPS
Lenovo Vibe K5 Plus,2016,GPS
Lenovo Vibe K5,2016,GPS
Lenovo Vibe P1m,2015,GPS
Lenovo Vibe P1,2015,GPS
Lenovo VIBE S1 Lite,2016,GPS
Lenovo Vibe S1,2015,GPS
Lenovo VIBE Shot,2015,GPS
Lenovo Vibe X3,2015,GPS
Lenovo YOGA Tab 3 10-inch,2015,GPS
Lenovo YOGA Tab 3 8-inch,2015,GPS
Lenovo YOGA Tab 3 Plus,2016,GPS
Lenovo YOGA Tab 3 Pro,2015,GPS
Lenovo Yoga Tablet 10 HD+,2014,GPS
Lenovo YOGA Tablet 2 10-inch (Android),2014,GPS
Lenovo YOGA Tablet 2 10-inch (Windows),2014,GPS
Lenovo YOGA Tablet 2 8-inch (Android),2014,GPS
Lenovo YOGA Tablet 2 8-inch (Windows) with AnyPen,2015,GPS
Lenovo YOGA Tablet 2 8-inch (Windows),2014,GPS
Lenovo YOGA Tablet 2 Pro,2014,GPS
Lenovo ZUK Z1,2015,GPS
LG 100C,2009,GPS
LG 101,2010,GPS
LG 220C,2009,GPS
LG 290C,2009,GPS
LG 420G,2010,GPS
LG A200,2011,GPS
LG A230,2011,GPS
LG A290,2012,GPS
LG A340,2012,GPS
LG A341,2012,GPS
LG Accolade,2010,GPS
LG Ally,2010,GPS
LG Apex,2010,GPS
LG ARENA,2009,GPS
LG Aristo,2017,GPS
LG AX310,2009,GPS
LG Bello II,2015,GPS
LG Bliss,2009,GPS
LG C195,2012,GPS
LG C330,2011,GPS
LG C360,2011,GPS
LG C375,2011,GPS
LG Chocolate 3,2008,GPS
LG Class,2015,GPS
LG Connect 4G,2012,GPS
LG Cookie 3G,2010,GPS
LG Cookie Fresh,2010,GPS
LG Cookie Lite,2010,GPS
LG Cookie Plus,2010,GPS
LG Cookie Style,2010,GPS
LG Cookie,2008,GPS
LG Cosmos 2,2011,GPS
LG Cosmos Touch,2010,GPS
LG Cosmos,2010,GPS
LG Dare,2008,GPS
LG dLite,2010,GPS
LG Doubleplay,2011,GPS
LG Encore,2010,GPS
LG Enlighten,2011,GPS
LG enV Touch,2009,GPS
LG enV3,2009,GPS
LG Envoy II,2013,GPS
LG Escape 2,2015,GPS
LG Escape,2012,GPS
LG Esteem,2011,GPS
LG EVE,2009,GPS
LG Exalt LTE,2017,GPS
LG eXpo,2009,GPS
LG F60,2014,GPS
LG F70,2014,GPS
LG F7200,2005,GPS
LG F9200,2006,GPS
LG Fathom,2010,GPS
LG Fortune,2017,GPS
LG G Flex 2,2015,GPS
LG G Flex,2013,GPS
LG G Pad 8.3,2013,GPS
LG G Pad F 8.0,2015,GPS
LG G Pad F2 8.0,2017,GPS
LG G Pad II 8.0,2015,GPS
LG G Pad X 10.1,2015,GPS
LG G Pad X 8.0,2016,GPS
LG G Pad X 8.3,2015,GPS
LG G Pad X II 10.1,2016,GPS
LG G Pad X II 8.0 Plus,2017,GPS
LG G Pro 2,2014,GPS
LG G Pro Lite Dual,2013,GPS
LG G Pro Lite,2013,GPS
LG G Stylo,2015,GPS
LG G Vista 2,2015,GPS
LG G2 mini,2014,GPS
LG G2,2013,GPS
LG G3 Cat. 6,2014,GPS
LG G3 Stylus,2014,GPS
LG G3 s,2014,GPS
LG G3,2014,GPS
LG G4 Beat,2015,GPS
LG G4c,2015,GPS
LG G4,2015,GPS
LG G5,2016,GPS
LG G6,2017,GPS
LG G6+,2017,GPS
LG GB170,2010,GPS
LG GB190,2009,GPS
LG GB230,2009,GPS
LG GB255G,2010,GPS
LG GB270,2009,GPS
LG GD350,2010,GPS
LG GD900 Crystal,2009,GPS
LG GD900F Crystal,2009,GPS
LG Genesis,2011,GPS
LG GM750,2009,GPS
LG GS106,2010,GPS
LG GS107,2010,GPS
LG GS155,2010,GPS
LG GS170,2010,GPS
LG GS190,2010,GPS
LG GT400,2010,GPS
LG GT500,2009,GPS
LG GU230,2010,GPS
LG GU280,2010,GPS
LG GU292,2010,GPS
LG GU295,2010,GPS
LG GW525,2009,GPS
LG GW620,2009,GPS
LG GX200,2010,GPS
LG GX300,2010,GPS
LG GX500,2010,GPS
LG Intuition,2012,GPS
LG Jil Sander Mobile,2011,GPS
LG Joy,2015,GPS
LG K10 2017,2016,GPS
LG K10,2016,GPS
LG K20 V,2017,GPS
LG K3 2017,2016,GPS
LG K3,2016,GPS
LG K4 2017,2016,GPS
LG K4 LTE,2016,GPS
LG K8 2017,2016,GPS
LG K8V,2016,GPS
LG K8,2016,GPS
LG KB620,2008,GPS
LG KC550,2008,GPS
LG KC780,2008,GPS
LG KF305,2010,GPS
LG KF310,2008,GPS
LG KF390,2008,GPS
LG KF700,2008,GPS
LG KG376,2010,GPS
LG KM555E,2009,GPS
LG KM555,2010,GPS
LG KM570,2010,GPS
LG KP108,2010,GPS
LG L Bello,2014,GPS
LG L Fino,2014,GPS
LG L20,2014,GPS
LG L35,2014,GPS
LG L40,2014,GPS
LG L50,2014,GPS
LG L65,2014,GPS
LG L70,2014,GPS
LG L80,2014,GPS
LG L90,2014,GPS
LG Lancet for Android,2015,GPS
LG Leon,2015,GPS
LG Lollipop GD580,2010,GPS
LG Lotus Elite,2010,GPS
LG Lucid 2,2013,GPS
LG Lucid 3,2014,GPS
LG Lucid,2012,GPS
LG Lyric MT375,2009,GPS
LG Mach,2012,GPS
LG Magna,2015,GPS
LG Marquee,2011,GPS
LG Mini,2010,GPS
LG Motion 4G,2012,GPS
LG Neon II,2010,GPS
LG Nitro HD,2011,GPS
LG Octane,2010,GPS
LG Optimus 2X,2011,GPS
LG Optimus 3D MAX,2012,GPS
LG Optimus 3D,2011,GPS
LG Optimus 4X HD,2012,GPS
LG Optimus 7Q,2010,GPS
LG Optimus 7,2010,GPS
LG Optimus Black,2011,GPS
LG Optimus Chic,2010,GPS
LG Optimus Elite,2012,GPS
LG Optimus F3Q,2014,GPS
LG Optimus F3,2013,GPS
LG Optimus F5,2013,GPS
LG Optimus F6,2013,GPS
LG Optimus F7,2013,GPS
LG Optimus G AT&amp;T,2012,GPS
LG Optimus G Pro,2013,GPS
LG Optimus G Sprint,2012,GPS
LG Optimus G,2012,GPS
LG Optimus Hub,2011,GPS
LG Optimus L3 Dual,2012,GPS
LG Optimus L3,2012,GPS
LG Optimus L4 II,2013,GPS
LG Optimus L5 II,2013,GPS
LG Optimus L5,2012,GPS
LG Optimus L7 II,2013,GPS
LG Optimus L7,2012,GPS
LG Optimus L9 II,2013,GPS
LG Optimus L9 T-Mobile,2012,GPS
LG Optimus L9,2012,GPS
LG Optimus LTE,2011,GPS
LG Optimus M,2010,GPS
LG Optimus Net,2011,GPS
LG Optimus One,2010,GPS
LG Optimus Pad LTE,2012,GPS
LG Optimus Pad,2011,GPS
LG Optimus Pro,2011,GPS
LG Optimus Slider,2011,GPS
LG Optimus Sol,2011,GPS
LG Optimus S,2010,GPS
LG Optimus T,2010,GPS
LG Optimus Vu II,2012,GPS
LG Optimus Vu,2012,GPS
LG Optimus Zone,2013,GPS
LG Optimus,2010,GPS
LG P520,2010,GPS
LG Phoenix 2,2016,GPS
LG Phoenix 3,2017,GPS
LG Phoenix,2011,GPS
LG Pop GD510,2009,GPS
LG Prada 3.0,2011,GPS
LG PRADA II,2008,GPS
LG PRADA,2007,GPS
LG Prime,2010,GPS
LG Q6,2017,GPS
LG Q8,2017,GPS
LG Quantum,2010,GPS
LG Remarq,2010,GPS
LG Revere,2011,GPS
LG Revolution,2011,GPS
LG Rumor Reflex,2012,GPS
LG Rumor Touch,2010,GPS
LG S367,2011,GPS
LG Select,2010,GPS
LG Sentio,2010,GPS
LG Spectrum 2,2012,GPS
LG Spectrum,2012,GPS
LG Spirit,2015,GPS
LG Stylo 2 V,2016,GPS
LG Stylo 3 Plus,2017,GPS
LG Stylo 3,2016,GPS
LG Stylus 2,2016,GPS
LG T315i,2011,GPS
LG T375,2012,GPS
LG T500,2011,GPS
LG Thrill 4G,2011,GPS
LG Thrive,2011,GPS
LG Town GT350,2010,GPS
LG Tribute 2,2015,GPS
LG Tribute 5,2016,GPS
LG Tribute HD,2016,GPS
LG V10,2015,GPS
LG V20,2016,GPS
LG V30,2017,GPS
LG Viewty GT,2010,GPS
LG Viewty Snap,2010,GPS
LG Viper 4G LTE,2012,GPS
LG Volt 2,2015,GPS
LG Vortex,2010,GPS
LG Vu Plus,2010,GPS
LG Wine II,2010,GPS
LG X cam,2016,GPS
LG X Power (International),2016,GPS
LG X Power,2016,GPS
LG X screen,2016,GPS
LG X venture,2017,GPS
LG Xpression C395,2012,GPS
Lumigon T2,2012,GPS
Maxwest Orbit 4400,2013,GPS
Meizu Blue Charm Metal,2015,GPS
Meizu m2,2015,GPS
Meizu M3 Max,2016,GPS
Meizu M3 Note,2016,GPS
Meizu M3X,2016,GPS
Meizu M3,2016,GPS
Meizu M5 Note,2016,GPS
Meizu M5c,2017,GPS
Meizu M5s,2017,GPS
Meizu M5,2016,GPS
Meizu M6 Note,2017,GPS
Meizu M6,2017,GPS
Meizu MX2,2012,GPS
Meizu MX5,2015,GPS
Meizu MX6,2016,GPS
Meizu PRO 5,2015,GPS
Meizu PRO 6 Plus,2016,GPS
Meizu Pro 6,2016,GPS
Meizu Pro 7 Plus,2017,GPS
Meizu Pro 7,2017,GPS
Microsoft KIN ONE GSM,2010,GPS
Microsoft KIN ONE,2010,GPS
Microsoft KIN TWO GSM,2010,GPS
Microsoft KIN TWO,2010,GPS
Microsoft Lumia 435,2015,GPS
Microsoft Lumia 532,2015,GPS
Microsoft Lumia 535,2014,GPS
Microsoft Lumia 540 Dual,2015,GPS
Microsoft Lumia 550,2015,GPS
Microsoft Lumia 640 XL,2015,GPS
Microsoft Lumia 640,2015,GPS
Microsoft Lumia 650,2016,GPS
Microsoft Lumia 950 XL,2015,GPS
Microsoft Lumia 950,2015,GPS
Microsoft Surface 2,2013,GPS
Microsoft Surface 3,2015,GPS
Microsoft Surface Pro (2017),2017,GPS
Microsoft Surface Pro 2,2013,GPS
Microsoft Surface Pro 3,2014,GPS
Microsoft Surface Pro 4,2015,GPS
Microsoft Surface Pro,2012,GPS
Microsoft Surface RT,2012,GPS
mobiado 105CLB,2008,GPS
mobiado 105EM,2008,GPS
mobiado 105GCB,2008,GPS
mobiado 105GMT,2008,GPS
mobiado 105ZAF,2008,GPS
mobiado LUCIDO,2008,GPS
mobiado LUMINOSO,2007,GPS
mobiado PRO CAMO,2008,GPS
mobiado PRO,2004,GPS
mobiado STEALTH,2008,GPS
Motorola A1010,2005,GPS
Motorola A45 ECO,2009,GPS
Motorola Admiral,2011,GPS
Motorola Adventure V750,2008,GPS
Motorola ATRIX 2,2011,GPS
Motorola ATRIX 4G,2011,GPS
Motorola ATRIX HD,2012,GPS
Motorola AURA,2008,GPS
Motorola BACKFLIP,2010,GPS
Motorola BALI,2010,GPS
Motorola Barrage,2009,GPS
Motorola Bravo,2010,GPS
Motorola Brute i680,2010,GPS
Motorola Brute i686,2011,GPS
Motorola C139,2008,GPS
Motorola C290,2006,GPS
Motorola C390,2005,GPS
Motorola CHARM,2010,GPS
Motorola CITRUS,2010,GPS
Motorola CLIQ 2,2011,GPS
Motorola CLIQ XT,2010,GPS
Motorola CLIQ,2009,GPS
Motorola Clutch + i475,2011,GPS
Motorola Clutch i465,2009,GPS
Motorola Crush,2009,GPS
Motorola DEFY MINI,2012,GPS
Motorola DEFY PRO,2012,GPS
Motorola DEFY XT,2012,GPS
Motorola DEFY,2010,GPS
Motorola DEFY+,2011,GPS
Motorola DEVOUR,2010,GPS
Motorola DROID 2 Global,2010,GPS
Motorola DROID 2,2010,GPS
Motorola DROID 3,2011,GPS
Motorola DROID 4,2012,GPS
Motorola DROID BIONIC Etna,2011,GPS
Motorola DROID BIONIC,2011,GPS
Motorola DROID MAXX 2,2015,GPS
Motorola DROID MAXX,2013,GPS
Motorola DROID Mini,2013,GPS
Motorola DROID PRO,2010,GPS
Motorola DROID RAZR HD,2012,GPS
Motorola DROID RAZR MAXX HD,2012,GPS
Motorola DROID RAZR MAXX,2012,GPS
Motorola DROID RAZR M,2012,GPS
Motorola DROID RAZR,2011,GPS
Motorola DROID Turbo 2,2015,GPS
Motorola DROID Turbo,2014,GPS
Motorola DROID Ultra,2013,GPS
Motorola DROID X2,2011,GPS
Motorola DROID XYBOARD 10.1,2011,GPS
Motorola DROID XYBOARD 8.2,2011,GPS
Motorola DROID X,2010,GPS
Motorola DROID,2009,GPS
Motorola E1060,2005,GPS
Motorola E1120,2005,GPS
Motorola ELECTRIFY 2,2012,GPS
Motorola ELECTRIFY M,2012,GPS
Motorola Entice W766,2009,GPS
Motorola ES400,2010,GPS
Motorola Evoke QA4,2009,GPS
Motorola EX112,2010,GPS
Motorola EX115,2010,GPS
Motorola EX119,2011,GPS
Motorola FIRE,2011,GPS
Motorola FLIPOUT US,2010,GPS
Motorola FLIPOUT,2010,GPS
Motorola FLIPSIDE,2010,GPS
Motorola GLEAM+,2012,GPS
Motorola GRASP,2010,GPS
Motorola Hint QA30,2008,GPS
Motorola i1,2010,GPS
Motorola i296,2010,GPS
Motorola i365IS,2009,GPS
Motorola i365,2008,GPS
Motorola i410,2009,GPS
Motorola i412,2011,GPS
Motorola i440,2011,GPS
Motorola i576,2008,GPS
Motorola i580,2006,GPS
Motorola i670,2006,GPS
Motorola i856,2009,GPS
Motorola i870,2005,GPS
Motorola i886,2011,GPS
Motorola i890,2010,GPS
Motorola i930 / i920,2005,GPS
Motorola i940,2012,GPS
Motorola Karma QA1,2009,GPS
Motorola Krave ZN4,2008,GPS
Motorola KRZR K1m,2006,GPS
Motorola KRZR K1,2006,GPS
Motorola MILESTONE 2,2010,GPS
Motorola MILESTONE US,2010,GPS
Motorola MILESTONE XT720,2010,GPS
Motorola MILESTONE,2009,GPS
Motorola MOTO A810,2008,GPS
Motorola Moto C Plus,2017,GPS
Motorola Moto C,2017,GPS
Motorola Moto E (2015),2015,GPS
Motorola Moto E3 Power,2016,GPS
Motorola Moto E3,2016,GPS
Motorola Moto E4 Plus,2017,GPS
Motorola Moto E4,2017,GPS
Motorola Moto E,2014,GPS
Motorola Moto G (2014),2014,GPS
Motorola Moto G (2015),2015,GPS
Motorola Moto G LTE,2014,GPS
Motorola Moto G4 Play,2016,GPS
Motorola Moto G4 Plus,2016,GPS
Motorola Moto G5 Plus,2017,GPS
Motorola Moto G5S Plus,2017,GPS
Motorola Moto G5S,2017,GPS
Motorola Moto G5,2017,GPS
Motorola Moto G,2013,GPS
Motorola MOTO i776w,2008,GPS
Motorola MOTO i776,2008,GPS
Motorola Moto M,2016,GPS
Motorola MOTO Q 11,2009,GPS
Motorola MOTO U9,2007,GPS
Motorola MOTO VE240,2008,GPS
Motorola MOTO VE538,2008,GPS
Motorola MOTO VE66,2009,GPS
Motorola MOTO W233 Renew,2009,GPS
Motorola MOTO W7 Active Edition,2009,GPS
Motorola MOTO W755,2008,GPS
Motorola Moto X (2014),2014,GPS
Motorola Moto X Play,2015,GPS
Motorola Moto X Pure Edition (2015),2015,GPS
Motorola Moto X Style,2015,GPS
Motorola Moto X4,2017,GPS
Motorola Moto X,2013,GPS
Motorola Moto Z Droid Edition,2016,GPS
Motorola Moto Z Force Droid Edition,2016,GPS
Motorola Moto Z Force,2016,GPS
Motorola Moto Z Play Droid,2016,GPS
Motorola Moto Z Play,2016,GPS
Motorola MOTO Z10,2008,GPS
Motorola Moto Z2 Force Edition,2017,GPS
Motorola Moto Z2 Play,2017,GPS
Motorola MOTO Z6c,2007,GPS
Motorola MOTO Z6w,2008,GPS
Motorola MOTO Z9,2008,GPS
Motorola MOTO ZN200,2008,GPS
Motorola MOTO ZN300,2009,GPS
Motorola Moto Z,2016,GPS
Motorola MOTOACTV W450,2008,GPS
Motorola MOTOJEWEL,2008,GPS
Motorola MOTOLUXE,2012,GPS
Motorola MOTOROKR EM25,2009,GPS
Motorola MOTOROKR W6,2009,GPS
Motorola MOTOSURF A3100,2009,GPS
Motorola MOTOZINE ZN5,2008,GPS
Motorola PEBL U6 (V6),2005,GPS
Motorola PHOTON 4G,2011,GPS
Motorola PHOTON Q 4G LTE,2012,GPS
Motorola PRO,2011,GPS
Motorola PRO+,2011,GPS
Motorola Q CDMA,2005,GPS
Motorola Q GSM,2005,GPS
Motorola Q9h,2007,GPS
Motorola Quantico,2009,GPS
Motorola QUENCH,2010,GPS
Motorola RAMBLER,2010,GPS
Motorola Rapture VU30,2008,GPS
Motorola RAZR HD,2012,GPS
Motorola RAZR i,2012,GPS
Motorola RAZR MAXX V6,2006,GPS
Motorola RAZR maxx Ve,2007,GPS
Motorola RAZR MAXX,2012,GPS
Motorola RAZR M,2012,GPS
Motorola RAZR V3c,2005,GPS
Motorola RAZR V3i / V3t / V3r,2005,GPS
Motorola RAZR V3m,2006,GPS
Motorola RAZR V3x (V1150),2005,GPS
Motorola RAZR V3xx,2006,GPS
Motorola RAZR VE20,2008,GPS
Motorola RAZR2 V8,2007,GPS
Motorola RAZR2 V9m,2007,GPS
Motorola RAZR2 V9x,2008,GPS
Motorola RAZR2 V9,2007,GPS
Motorola RAZR,2011,GPS
Motorola Renegade V950,2008,GPS
Motorola Rival,2009,GPS
Motorola RIZR Z3,2006,GPS
Motorola RIZR Z6tv,2007,GPS
Motorola RIZR Z6,2007,GPS
Motorola RIZR Z8,2007,GPS
Motorola ROKR E2,2006,GPS
Motorola ROKR E8,2008,GPS
Motorola ROKR EM28,2009,GPS
Motorola ROKR EM30,2008,GPS
Motorola ROKR EM325,2008,GPS
Motorola ROKR EM330,2008,GPS
Motorola ROKR EM35,2009,GPS
Motorola ROKR Z6m,2007,GPS
Motorola SLVR L2,2005,GPS
Motorola SLVR L6,2005,GPS
Motorola SLVR L7c,2006,GPS
Motorola SLVR L7,2005,GPS
Motorola SLVR L9,2007,GPS
Motorola SPICE Key,2011,GPS
Motorola SPICE,2010,GPS
Motorola Stature i9,2009,GPS
Motorola Theory,2011,GPS
Motorola TITANIUM,2011,GPS
Motorola TRIUMPH,2011,GPS
Motorola Tundra VA76r,2008,GPS
Motorola V176,2005,GPS
Motorola V195 / V197,2005,GPS
Motorola V235 / V230,2005,GPS
Motorola V360,2005,GPS
Motorola V557,2005,GPS
Motorola V560,2005,GPS
Motorola V980,2005,GPS
Motorola VE440,2009,GPS
Motorola VE465,2009,GPS
Motorola VU204,2008,GPS
Motorola W156,2007,GPS
Motorola W161,2008,GPS
Motorola W175,2007,GPS
Motorola W181,2008,GPS
Motorola W205,2007,GPS
Motorola W206,2009,GPS
Motorola W218,2007,GPS
Motorola W230,2008,GPS
Motorola W260g,2008,GPS
Motorola W270,2008,GPS
Motorola W315,2006,GPS
Motorola W360,2007,GPS
Motorola W376g,2008,GPS
Motorola W377,2007,GPS
Motorola W380,2007,GPS
Motorola W385,2007,GPS
Motorola W388,2009,GPS
Motorola W395,2009,GPS
Motorola W396,2008,GPS
Motorola W510,2007,GPS
Motorola WILDER,2011,GPS
Motorola WX161 US,2010,GPS
Motorola WX161,2010,GPS
Motorola WX181 US,2010,GPS
Motorola WX181,2010,GPS
Motorola WX260 US,2010,GPS
Motorola WX260,2010,GPS
Motorola WX265 US,2010,GPS
Motorola WX265,2010,GPS
Motorola WX290 US,2010,GPS
Motorola WX290,2010,GPS
Motorola WX295 US,2010,GPS
Motorola WX295,2010,GPS
Motorola XOOM 2 Media Edition,2011,GPS
Motorola XOOM 2,2011,GPS
Motorola XOOM CDMA,2011,GPS
Motorola XOOM Wi-Fi,2011,GPS
Motorola XOOM,2011,GPS
Motorola XPRT,2011,GPS
Motorola XT316,2011,GPS
Motorola XT319,2011,GPS
Motorola XT531,2011,GPS
Motorola XT701,2010,GPS
Motorola XT711,2010,GPS
Motorola XT860 4G,2011,GPS
Neonode N2,2007,GPS
Nokia 1006,2009,GPS
Nokia 100,2011,GPS
Nokia 101,2011,GPS
Nokia 103,2012,GPS
Nokia 105 (2017),2017,GPS
Nokia 105,2013,GPS
Nokia 106,2013,GPS
Nokia 107,2013,GPS
Nokia 108,2013,GPS
Nokia 109,2012,GPS
Nokia 110,2012,GPS
Nokia 111,2012,GPS
Nokia 112,2012,GPS
Nokia 113,2012,GPS
Nokia 114,2012,GPS
Nokia 1200,2007,GPS
Nokia 1202,2009,GPS
Nokia 1208,2007,GPS
Nokia 1209,2008,GPS
Nokia 1280,2010,GPS
Nokia 130 (2017),2017,GPS
Nokia 1508i,2009,GPS
Nokia 1508,2009,GPS
Nokia 1606,2008,GPS
Nokia 1616,2009,GPS
Nokia 1650,2007,GPS
Nokia 1661 US,2009,GPS
Nokia 1661,2009,GPS
Nokia 1680 classic,2008,GPS
Nokia 1800,2010,GPS
Nokia 206,2012,GPS
Nokia 207,2013,GPS
Nokia 208,2013,GPS
Nokia 2135,2007,GPS
Nokia 215,2015,GPS
Nokia 220,2014,GPS
Nokia 2220 slide US,2010,GPS
Nokia 2220 slide,2010,GPS
Nokia 2228,2008,GPS
Nokia 225,2014,GPS
Nokia 2320 classic,2009,GPS
Nokia 2323 classic,2009,GPS
Nokia 2330 classic,2009,GPS
Nokia 2365i / 2366i,2006,GPS
Nokia 2600 classic,2008,GPS
Nokia 2605 Mirage,2008,GPS
Nokia 2630,2007,GPS
Nokia 2660,2007,GPS
Nokia 2680 slide US,2008,GPS
Nokia 2680 slide,2008,GPS
Nokia 2690,2010,GPS
Nokia 2700 classic,2009,GPS
Nokia 2705 Shade,2009,GPS
Nokia 2710 Navigation Edition,2010,GPS
Nokia 2720 fold US,2009,GPS
Nokia 2720 fold,2009,GPS
Nokia 2730 classic US,2009,GPS
Nokia 2730 classic,2009,GPS
Nokia 2760,2007,GPS
Nokia 2,2017,GPS
Nokia 301,2013,GPS
Nokia 3109 classic,2007,GPS
Nokia 3110 Classic,2007,GPS
Nokia 3110 Evolve,2008,GPS
Nokia 3120 classic,2008,GPS
Nokia 3310 3G,2017,GPS
Nokia 3310,2017,GPS
Nokia 3500 classic,2007,GPS
Nokia 3585i,2002,GPS
Nokia 3590,2002,GPS
Nokia 3600 slide,2008,GPS
Nokia 3606,2009,GPS
Nokia 3608,2009,GPS
Nokia 3610 fold,2008,GPS
Nokia 3710 fold US,2010,GPS
Nokia 3710 fold,2009,GPS
Nokia 3711,2009,GPS
Nokia 3720 classic,2009,GPS
Nokia 3,2017,GPS
Nokia 5000,2008,GPS
Nokia 500,2011,GPS
Nokia 5030 XpressRadio,2009,GPS
Nokia 5070,2007,GPS
Nokia 5100,2002,GPS
Nokia 5130 XpressMusic,2009,GPS
Nokia 5140,2003,GPS
Nokia 515,2013,GPS
Nokia 5200,2006,GPS
Nokia 5220 XpressMusic,2008,GPS
Nokia 5228,2010,GPS
Nokia 5230 Nuron,2010,GPS
Nokia 5230 US,2009,GPS
Nokia 5230,2009,GPS
Nokia 5235 Comes With Music Latin America,2009,GPS
Nokia 5235 Comes With Music US,2009,GPS
Nokia 5235 Comes With Music,2010,GPS
Nokia 5250,2010,GPS
Nokia 5310 XpressMusic,2007,GPS
Nokia 5320 XpressMusic,2008,GPS
Nokia 5330 Mobile TV Edition,2009,GPS
Nokia 5330 XpressMusic US,2009,GPS
Nokia 5330 XpressMusic,2009,GPS
Nokia 5500 Sport,2006,GPS
Nokia 5530 XpressMusic,2009,GPS
Nokia 5610 XpressMusic,2007,GPS
Nokia 5630 XpressMusic,2009,GPS
Nokia 5700 XpressMusic,2007,GPS
Nokia 5730 XpressMusic,2009,GPS
Nokia 5800 Navigation Edition,2009,GPS
Nokia 5800 XpressMusic,2008,GPS
Nokia 5,2017,GPS
Nokia 600,2011,GPS
Nokia 603,2011,GPS
Nokia 6060 / 6061 / 6062,2005,GPS
Nokia 6080,2007,GPS
Nokia 6085,2006,GPS
Nokia 6086,2006,GPS
Nokia 6110 NAVIGATOR,2007,GPS
Nokia 6120 classic,2007,GPS
Nokia 6124 classic,2008,GPS
